,0
48698,/imagenet/train/n01687978/n01687978_5658.JPEG 4
48699,/imagenet/train/n04152593/n04152593_14650.JPEG 16
48700,/imagenet/train/n02092339/n02092339_3793.JPEG 7
48701,/imagenet/train/n07684084/n07684084_4586.JPEG 17
48702,/imagenet/train/n04131690/n04131690_12581.JPEG 43
48703,/imagenet/train/n02916936/n02916936_5549.JPEG 7
48704,/imagenet/train/n04252225/n04252225_31204.JPEG 13
48705,/imagenet/train/n01871265/n01871265_1240.JPEG 25
48706,/imagenet/train/n01914609/n01914609_1694.JPEG 3
48707,/imagenet/train/n02112350/n02112350_1235.JPEG 0
48708,/imagenet/train/n02137549/n02137549_9189.JPEG 4
48709,/imagenet/train/n03770439/n03770439_28016.JPEG 2
48710,/imagenet/train/n04270147/n04270147_13259.JPEG 39
48711,/imagenet/train/n04266014/n04266014_43.JPEG 30
48712,/imagenet/train/n04099969/n04099969_51324.JPEG 16
48713,/imagenet/train/n02326432/n02326432_11222.JPEG 23
48714,/imagenet/train/n02098413/n02098413_3999.JPEG 3
48715,/imagenet/train/n04149813/n04149813_32490.JPEG 13
48716,/imagenet/train/n04613696/n04613696_14780.JPEG 13
48717,/imagenet/train/n02489166/n02489166_8991.JPEG 4
48718,/imagenet/train/n03179701/n03179701_9073.JPEG 24
48719,/imagenet/train/n13037406/n13037406_11384.JPEG 19
48720,/imagenet/train/n03394916/n03394916_38841.JPEG 8
48721,/imagenet/train/n02120505/n02120505_1953.JPEG 4
48722,/imagenet/train/n02098286/n02098286_5077.JPEG 3
48723,/imagenet/train/n03761084/n03761084_10058.JPEG 16
48724,/imagenet/train/n03843555/n03843555_9148.JPEG 17
48725,/imagenet/train/n02823428/n02823428_6910.JPEG 8
48726,/imagenet/train/n02111889/n02111889_5969.JPEG 3
48727,/imagenet/train/n02837789/n02837789_15429.JPEG 6
48728,/imagenet/train/n04074963/n04074963_22166.JPEG 10
48729,/imagenet/train/n03594734/n03594734_27109.JPEG 6
48730,/imagenet/train/n01742172/n01742172_10750.JPEG 19
48731,/imagenet/train/n12620546/n12620546_61341.JPEG 4
48732,/imagenet/train/n03216828/n03216828_12446.JPEG 13
48733,/imagenet/train/n07730033/n07730033_5452.JPEG 34
48734,/imagenet/train/n07831146/n07831146_332.JPEG 17
48735,/imagenet/train/n03425413/n03425413_12729.JPEG 13
48736,/imagenet/train/n03485794/n03485794_34135.JPEG 24
48737,/imagenet/train/n03733805/n03733805_1603.JPEG 8
48738,/imagenet/train/n01675722/n01675722_4159.JPEG 4
48739,/imagenet/train/n03876231/n03876231_27341.JPEG 10
48740,/imagenet/train/n04355933/n04355933_713.JPEG 10
48741,/imagenet/train/n02808440/n02808440_76385.JPEG 16
48742,/imagenet/train/n02051845/n02051845_14651.JPEG 4
48743,/imagenet/train/n04209133/n04209133_2700.JPEG 2
48744,/imagenet/train/n07831146/n07831146_3190.JPEG 17
48745,/imagenet/train/n02112350/n02112350_1366.JPEG 6
48746,/imagenet/train/n02177972/n02177972_4468.JPEG 4
48747,/imagenet/train/n02017213/n02017213_899.JPEG 4
48748,/imagenet/train/n02027492/n02027492_9815.JPEG 4
48749,/imagenet/train/n02437616/n02437616_13399.JPEG 7
48750,/imagenet/train/n02814860/n02814860_30701.JPEG 25
48751,/imagenet/train/n03445924/n03445924_12000.JPEG 2
48752,/imagenet/train/n04162706/n04162706_41632.JPEG 2
48753,/imagenet/train/n03982430/n03982430_19582.JPEG 39
48754,/imagenet/train/n02123597/n02123597_7047.JPEG 16
48755,/imagenet/train/n07614500/n07614500_43582.JPEG 17
48756,/imagenet/train/n04392985/n04392985_6835.JPEG 1
48757,/imagenet/train/n03837869/n03837869_385.JPEG 13
48758,/imagenet/train/n03085013/n03085013_18968.JPEG 3
48759,/imagenet/train/n02107312/n02107312_5599.JPEG 4
48760,/imagenet/train/n02480855/n02480855_21556.JPEG 23
48761,/imagenet/train/n02096294/n02096294_1754.JPEG 17
48762,/imagenet/train/n02165456/n02165456_16260.JPEG 34
48763,/imagenet/train/n02403003/n02403003_25926.JPEG 4
48764,/imagenet/train/n03944341/n03944341_8180.JPEG 34
48765,/imagenet/train/n03929855/n03929855_401.JPEG 0
48766,/imagenet/train/n02447366/n02447366_10071.JPEG 4
48767,/imagenet/train/n03666591/n03666591_44438.JPEG 8
48768,/imagenet/train/n01682714/n01682714_15354.JPEG 34
48769,/imagenet/train/n02102318/n02102318_10618.JPEG 8
48770,/imagenet/train/n03297495/n03297495_5162.JPEG 10
48771,/imagenet/train/n04125021/n04125021_5500.JPEG 13
48772,/imagenet/train/n03065424/n03065424_22742.JPEG 13
48773,/imagenet/train/n02442845/n02442845_574.JPEG 4
48774,/imagenet/train/n02879718/n02879718_17444.JPEG 8
48775,/imagenet/train/n01688243/n01688243_2125.JPEG 4
48776,/imagenet/train/n10148035/n10148035_24358.JPEG 2
48777,/imagenet/train/n03459775/n03459775_14690.JPEG 4
48778,/imagenet/train/n03764736/n03764736_4145.JPEG 16
48779,/imagenet/train/n04049303/n04049303_16952.JPEG 13
48780,/imagenet/train/n06874185/n06874185_19487.JPEG 13
48781,/imagenet/train/n02917067/n02917067_25348.JPEG 13
48782,/imagenet/train/n01440764/n01440764_9866.JPEG 4
48783,/imagenet/train/n04606251/n04606251_1849.JPEG 30
48784,/imagenet/train/n04509417/n04509417_1243.JPEG 8
48785,/imagenet/train/n02749479/n02749479_22846.JPEG 26
48786,/imagenet/train/n04330267/n04330267_6144.JPEG 16
48787,/imagenet/train/n03450230/n03450230_11136.JPEG 27
48788,/imagenet/train/n01774384/n01774384_3058.JPEG 4
48789,/imagenet/train/n03404251/n03404251_8595.JPEG 6
48790,/imagenet/train/n02086646/n02086646_6042.JPEG 8
48791,/imagenet/train/n02782093/n02782093_4837.JPEG 4
48792,/imagenet/train/n04146614/n04146614_9747.JPEG 13
48793,/imagenet/train/n02125311/n02125311_22848.JPEG 4
48794,/imagenet/train/n03785016/n03785016_11279.JPEG 9
48795,/imagenet/train/n01739381/n01739381_5914.JPEG 4
48796,/imagenet/train/n02859443/n02859443_27704.JPEG 13
48797,/imagenet/train/n01614925/n01614925_42220.JPEG 4
48798,/imagenet/train/n03016953/n03016953_44346.JPEG 16
48799,/imagenet/train/n04070727/n04070727_44155.JPEG 16
48800,/imagenet/train/n02799071/n02799071_12788.JPEG 39
48801,/imagenet/train/n02113186/n02113186_282.JPEG 25
48802,/imagenet/train/n01530575/n01530575_7375.JPEG 4
48803,/imagenet/train/n09246464/n09246464_4013.JPEG 25
48804,/imagenet/train/n02256656/n02256656_27892.JPEG 4
48805,/imagenet/train/n02137549/n02137549_1132.JPEG 4
48806,/imagenet/train/n03445777/n03445777_7641.JPEG 7
48807,/imagenet/train/n03786901/n03786901_2850.JPEG 17
48808,/imagenet/train/n03871628/n03871628_5904.JPEG 24
48809,/imagenet/train/n03125729/n03125729_21318.JPEG 24
48810,/imagenet/train/n04005630/n04005630_93783.JPEG 1
48811,/imagenet/train/n02488702/n02488702_5072.JPEG 4
48812,/imagenet/train/n07920052/n07920052_24473.JPEG 17
48813,/imagenet/train/n12144580/n12144580_46605.JPEG 4
48814,/imagenet/train/n02229544/n02229544_14483.JPEG 40
48815,/imagenet/train/n03666591/n03666591_17103.JPEG 3
48816,/imagenet/train/n02190166/n02190166_8321.JPEG 34
48817,/imagenet/train/n11939491/n11939491_8058.JPEG 40
48818,/imagenet/train/n03673027/n03673027_5845.JPEG 30
48819,/imagenet/train/n02037110/n02037110_11041.JPEG 4
48820,/imagenet/train/n04259630/n04259630_2421.JPEG 3
48821,/imagenet/train/n04356056/n04356056_38240.JPEG 8
48822,/imagenet/train/n01753488/n01753488_12698.JPEG 3
48823,/imagenet/train/n03065424/n03065424_34386.JPEG 10
48824,/imagenet/train/n02500267/n02500267_2292.JPEG 4
48825,/imagenet/train/n02134418/n02134418_967.JPEG 4
48826,/imagenet/train/n02492035/n02492035_4203.JPEG 4
48827,/imagenet/train/n02086646/n02086646_7142.JPEG 21
48828,/imagenet/train/n04229816/n04229816_7871.JPEG 3
48829,/imagenet/train/n02012849/n02012849_10801.JPEG 42
48830,/imagenet/train/n02093754/n02093754_6358.JPEG 4
48831,/imagenet/train/n03794056/n03794056_2059.JPEG 10
48832,/imagenet/train/n07754684/n07754684_18140.JPEG 39
48833,/imagenet/train/n02106166/n02106166_22649.JPEG 4
48834,/imagenet/train/n01910747/n01910747_3344.JPEG 19
48835,/imagenet/train/n02124075/n02124075_605.JPEG 16
48836,/imagenet/train/n09468604/n09468604_34451.JPEG 30
48837,/imagenet/train/n01945685/n01945685_3391.JPEG 4
48838,/imagenet/train/n04310018/n04310018_7231.JPEG 13
48839,/imagenet/train/n07753275/n07753275_16345.JPEG 39
48840,/imagenet/train/n02105505/n02105505_2937.JPEG 3
48841,/imagenet/train/n04310018/n04310018_4401.JPEG 0
48842,/imagenet/train/n02099601/n02099601_13655.JPEG 25
48843,/imagenet/train/n03042490/n03042490_3228.JPEG 4
48844,/imagenet/train/n02892767/n02892767_43325.JPEG 5
48845,/imagenet/train/n02108915/n02108915_1199.JPEG 21
48846,/imagenet/train/n02795169/n02795169_59664.JPEG 7
48847,/imagenet/train/n03218198/n03218198_15944.JPEG 7
48848,/imagenet/train/n02108551/n02108551_7313.JPEG 16
48849,/imagenet/train/n02641379/n02641379_12358.JPEG 4
48850,/imagenet/train/n04548280/n04548280_8386.JPEG 13
48851,/imagenet/train/n02486410/n02486410_3679.JPEG 4
48852,/imagenet/train/n03761084/n03761084_9014.JPEG 1
48853,/imagenet/train/n01806567/n01806567_8602.JPEG 4
48854,/imagenet/train/n03666591/n03666591_47969.JPEG 17
48855,/imagenet/train/n03710721/n03710721_24208.JPEG 15
48856,/imagenet/train/n03803284/n03803284_13607.JPEG 4
48857,/imagenet/train/n03530642/n03530642_16737.JPEG 3
48858,/imagenet/train/n04336792/n04336792_9050.JPEG 9
48859,/imagenet/train/n04346328/n04346328_23017.JPEG 13
48860,/imagenet/train/n03584829/n03584829_4254.JPEG 10
48861,/imagenet/train/n03450230/n03450230_9165.JPEG 6
48862,/imagenet/train/n04204347/n04204347_2068.JPEG 13
48863,/imagenet/train/n03347037/n03347037_4562.JPEG 38
48864,/imagenet/train/n12057211/n12057211_8614.JPEG 34
48865,/imagenet/train/n03063689/n03063689_12035.JPEG 3
48866,/imagenet/train/n01930112/n01930112_13348.JPEG 10
48867,/imagenet/train/n07749582/n07749582_15424.JPEG 39
48868,/imagenet/train/n04243546/n04243546_20565.JPEG 16
48869,/imagenet/train/n02177972/n02177972_289.JPEG 4
48870,/imagenet/train/n02094433/n02094433_708.JPEG 3
48871,/imagenet/train/n02105251/n02105251_6024.JPEG 13
48872,/imagenet/train/n04086273/n04086273_15168.JPEG 9
48873,/imagenet/train/n07717556/n07717556_11535.JPEG 39
48874,/imagenet/train/n03814906/n03814906_35697.JPEG 10
48875,/imagenet/train/n03445777/n03445777_9179.JPEG 2
48876,/imagenet/train/n01496331/n01496331_28667.JPEG 4
48877,/imagenet/train/n04296562/n04296562_6431.JPEG 8
48878,/imagenet/train/n02988304/n02988304_9628.JPEG 10
48879,/imagenet/train/n01734418/n01734418_461.JPEG 4
48880,/imagenet/train/n02676566/n02676566_7012.JPEG 12
48881,/imagenet/train/n04525038/n04525038_9097.JPEG 3
48882,/imagenet/train/n01622779/n01622779_12484.JPEG 4
48883,/imagenet/train/n03544143/n03544143_2549.JPEG 1
48884,/imagenet/train/n03345487/n03345487_755.JPEG 13
48885,/imagenet/train/n03947888/n03947888_3463.JPEG 13
48886,/imagenet/train/n03977966/n03977966_34205.JPEG 13
48887,/imagenet/train/n03355925/n03355925_9968.JPEG 13
48888,/imagenet/train/n02410509/n02410509_30868.JPEG 4
48889,/imagenet/train/n07718472/n07718472_11655.JPEG 43
48890,/imagenet/train/n13052670/n13052670_11301.JPEG 19
48891,/imagenet/train/n02356798/n02356798_2802.JPEG 4
48892,/imagenet/train/n01537544/n01537544_2545.JPEG 4
48893,/imagenet/train/n02909870/n02909870_16098.JPEG 17
48894,/imagenet/train/n04228054/n04228054_2376.JPEG 7
48895,/imagenet/train/n03804744/n03804744_25701.JPEG 23
48896,/imagenet/train/n02134084/n02134084_23197.JPEG 4
48897,/imagenet/train/n01855672/n01855672_9553.JPEG 4
48898,/imagenet/train/n01667778/n01667778_1102.JPEG 4
48899,/imagenet/train/n04265275/n04265275_6987.JPEG 16
48900,/imagenet/train/n02110627/n02110627_15948.JPEG 3
48901,/imagenet/train/n04612504/n04612504_1662.JPEG 25
48902,/imagenet/train/n04065272/n04065272_8734.JPEG 13
48903,/imagenet/train/n03814639/n03814639_12321.JPEG 2
48904,/imagenet/train/n02860847/n02860847_21779.JPEG 7
48905,/imagenet/train/n02787622/n02787622_19849.JPEG 1
48906,/imagenet/train/n02101006/n02101006_9143.JPEG 4
48907,/imagenet/train/n02808304/n02808304_10420.JPEG 3
48908,/imagenet/train/n12768682/n12768682_40704.JPEG 39
48909,/imagenet/train/n01592084/n01592084_2422.JPEG 33
48910,/imagenet/train/n02128925/n02128925_27843.JPEG 4
48911,/imagenet/train/n02105162/n02105162_2411.JPEG 4
48912,/imagenet/train/n02865351/n02865351_8749.JPEG 10
48913,/imagenet/train/n07871810/n07871810_4687.JPEG 17
48914,/imagenet/train/n02823750/n02823750_2822.JPEG 17
48915,/imagenet/train/n04367480/n04367480_6608.JPEG 10
48916,/imagenet/train/n02676566/n02676566_8745.JPEG 1
48917,/imagenet/train/n02027492/n02027492_241.JPEG 4
48918,/imagenet/train/n02018207/n02018207_16425.JPEG 4
48919,/imagenet/train/n07871810/n07871810_7658.JPEG 17
48920,/imagenet/train/n04404412/n04404412_50806.JPEG 25
48921,/imagenet/train/n02097047/n02097047_6534.JPEG 3
48922,/imagenet/train/n03534580/n03534580_14114.JPEG 5
48923,/imagenet/train/n01978455/n01978455_837.JPEG 4
48924,/imagenet/train/n01828970/n01828970_4940.JPEG 4
48925,/imagenet/train/n07892512/n07892512_16629.JPEG 17
48926,/imagenet/train/n02326432/n02326432_34813.JPEG 4
48927,/imagenet/train/n04467665/n04467665_3524.JPEG 13
48928,/imagenet/train/n13054560/n13054560_6799.JPEG 46
48929,/imagenet/train/n03598930/n03598930_2542.JPEG 3
48930,/imagenet/train/n04357314/n04357314_7906.JPEG 50
48931,/imagenet/train/n04310018/n04310018_9797.JPEG 25
48932,/imagenet/train/n03208938/n03208938_6717.JPEG 0
48933,/imagenet/train/n02089867/n02089867_4900.JPEG 4
48934,/imagenet/train/n02422106/n02422106_9837.JPEG 4
48935,/imagenet/train/n02825657/n02825657_9494.JPEG 13
48936,/imagenet/train/n06785654/n06785654_4662.JPEG 1
48937,/imagenet/train/n02112137/n02112137_2893.JPEG 3
48938,/imagenet/train/n04154565/n04154565_1137.JPEG 4
48939,/imagenet/train/n01601694/n01601694_4641.JPEG 4
48940,/imagenet/train/n02454379/n02454379_17688.JPEG 4
48941,/imagenet/train/n01751748/n01751748_3462.JPEG 4
48942,/imagenet/train/n04044716/n04044716_20853.JPEG 25
48943,/imagenet/train/n04152593/n04152593_38398.JPEG 2
48944,/imagenet/train/n02480855/n02480855_47129.JPEG 4
48945,/imagenet/train/n07880968/n07880968_9098.JPEG 17
48946,/imagenet/train/n02410509/n02410509_2950.JPEG 4
48947,/imagenet/train/n02009912/n02009912_16384.JPEG 25
48948,/imagenet/train/n03775071/n03775071_588.JPEG 3
48949,/imagenet/train/n02107908/n02107908_8891.JPEG 4
48950,/imagenet/train/n01669191/n01669191_17125.JPEG 4
48951,/imagenet/train/n04141327/n04141327_15555.JPEG 0
48952,/imagenet/train/n04311004/n04311004_526.JPEG 13
48953,/imagenet/train/n03710637/n03710637_15982.JPEG 4
48954,/imagenet/train/n02165105/n02165105_957.JPEG 4
48955,/imagenet/train/n02125311/n02125311_20298.JPEG 4
48956,/imagenet/train/n04310018/n04310018_15360.JPEG 13
48957,/imagenet/train/n03272562/n03272562_836.JPEG 13
48958,/imagenet/train/n07583066/n07583066_39.JPEG 17
48959,/imagenet/train/n02113023/n02113023_5361.JPEG 4
48960,/imagenet/train/n01950731/n01950731_12739.JPEG 17
48961,/imagenet/train/n04532106/n04532106_2226.JPEG 5
48962,/imagenet/train/n02099712/n02099712_2666.JPEG 4
48963,/imagenet/train/n02105056/n02105056_8167.JPEG 7
48964,/imagenet/train/n03141823/n03141823_17905.JPEG 7
48965,/imagenet/train/n01980166/n01980166_7392.JPEG 4
48966,/imagenet/train/n01795545/n01795545_6391.JPEG 4
48967,/imagenet/train/n04070727/n04070727_103957.JPEG 16
48968,/imagenet/train/n02099712/n02099712_265.JPEG 3
48969,/imagenet/train/n02808304/n02808304_9882.JPEG 3
48970,/imagenet/train/n03733805/n03733805_23405.JPEG 17
48971,/imagenet/train/n04141076/n04141076_49114.JPEG 12
48972,/imagenet/train/n03929660/n03929660_12931.JPEG 3
48973,/imagenet/train/n03459775/n03459775_15190.JPEG 13
48974,/imagenet/train/n03929855/n03929855_4419.JPEG 1
48975,/imagenet/train/n03786901/n03786901_3603.JPEG 17
48976,/imagenet/train/n02018207/n02018207_45851.JPEG 4
48977,/imagenet/train/n02361337/n02361337_7987.JPEG 25
48978,/imagenet/train/n04228054/n04228054_10491.JPEG 7
48979,/imagenet/train/n03938244/n03938244_16316.JPEG 3
48980,/imagenet/train/n03791053/n03791053_22388.JPEG 30
48981,/imagenet/train/n02097658/n02097658_2840.JPEG 3
48982,/imagenet/train/n02100735/n02100735_5845.JPEG 25
48983,/imagenet/train/n01641577/n01641577_2083.JPEG 4
48984,/imagenet/train/n01980166/n01980166_400.JPEG 4
48985,/imagenet/train/n02236044/n02236044_9908.JPEG 4
48986,/imagenet/train/n02492035/n02492035_7181.JPEG 4
48987,/imagenet/train/n04579145/n04579145_2228.JPEG 17
48988,/imagenet/train/n02445715/n02445715_9608.JPEG 4
48989,/imagenet/train/n04404412/n04404412_7482.JPEG 16
48990,/imagenet/train/n04133789/n04133789_1489.JPEG 10
48991,/imagenet/train/n03527444/n03527444_4871.JPEG 0
48992,/imagenet/train/n02128385/n02128385_5751.JPEG 4
48993,/imagenet/train/n01641577/n01641577_16559.JPEG 4
48994,/imagenet/train/n04613696/n04613696_3294.JPEG 13
48995,/imagenet/train/n07684084/n07684084_4342.JPEG 17
48996,/imagenet/train/n07871810/n07871810_5823.JPEG 17
48997,/imagenet/train/n03843555/n03843555_1409.JPEG 10
48998,/imagenet/train/n02667093/n02667093_7052.JPEG 6
48999,/imagenet/train/n03188531/n03188531_8294.JPEG 2
49000,/imagenet/train/n02099712/n02099712_1611.JPEG 4
49001,/imagenet/train/n01664065/n01664065_18427.JPEG 4
49002,/imagenet/train/n02127052/n02127052_9902.JPEG 3
49003,/imagenet/train/n07579787/n07579787_22209.JPEG 17
49004,/imagenet/train/n04125021/n04125021_21428.JPEG 16
49005,/imagenet/train/n03180011/n03180011_1191.JPEG 16
49006,/imagenet/train/n02165105/n02165105_3715.JPEG 4
49007,/imagenet/train/n01558993/n01558993_6870.JPEG 4
49008,/imagenet/train/n02981792/n02981792_2185.JPEG 13
49009,/imagenet/train/n07875152/n07875152_3390.JPEG 17
49010,/imagenet/train/n02106662/n02106662_15034.JPEG 4
49011,/imagenet/train/n02325366/n02325366_7075.JPEG 4
49012,/imagenet/train/n03134739/n03134739_1655.JPEG 12
49013,/imagenet/train/n04204238/n04204238_1069.JPEG 3
49014,/imagenet/train/n02443484/n02443484_5462.JPEG 4
49015,/imagenet/train/n07615774/n07615774_3483.JPEG 2
49016,/imagenet/train/n03717622/n03717622_8478.JPEG 3
49017,/imagenet/train/n04162706/n04162706_5730.JPEG 2
49018,/imagenet/train/n07716358/n07716358_24429.JPEG 44
49019,/imagenet/train/n02086646/n02086646_5663.JPEG 25
49020,/imagenet/train/n02256656/n02256656_2665.JPEG 4
49021,/imagenet/train/n03271574/n03271574_11160.JPEG 4
49022,/imagenet/train/n04417672/n04417672_12680.JPEG 13
49023,/imagenet/train/n03617480/n03617480_12571.JPEG 5
49024,/imagenet/train/n04152593/n04152593_845.JPEG 3
49025,/imagenet/train/n02123045/n02123045_8215.JPEG 4
49026,/imagenet/train/n01796340/n01796340_2626.JPEG 4
49027,/imagenet/train/n04612504/n04612504_12006.JPEG 25
49028,/imagenet/train/n04238763/n04238763_7680.JPEG 10
49029,/imagenet/train/n01484850/n01484850_28173.JPEG 25
49030,/imagenet/train/n02097474/n02097474_16340.JPEG 4
49031,/imagenet/train/n10565667/n10565667_17226.JPEG 30
49032,/imagenet/train/n03063689/n03063689_1999.JPEG 3
49033,/imagenet/train/n04613696/n04613696_8202.JPEG 13
49034,/imagenet/train/n02104365/n02104365_2807.JPEG 4
49035,/imagenet/train/n04522168/n04522168_33013.JPEG 3
49036,/imagenet/train/n02105412/n02105412_7803.JPEG 4
49037,/imagenet/train/n02442845/n02442845_7637.JPEG 4
49038,/imagenet/train/n01776313/n01776313_9459.JPEG 4
49039,/imagenet/train/n04417672/n04417672_15647.JPEG 25
49040,/imagenet/train/n02509815/n02509815_14058.JPEG 4
49041,/imagenet/train/n07745940/n07745940_5470.JPEG 39
49042,/imagenet/train/n02106550/n02106550_10724.JPEG 16
49043,/imagenet/train/n02699494/n02699494_9292.JPEG 13
49044,/imagenet/train/n03857828/n03857828_33252.JPEG 3
49045,/imagenet/train/n01930112/n01930112_16778.JPEG 10
49046,/imagenet/train/n07880968/n07880968_7332.JPEG 17
49047,/imagenet/train/n01833805/n01833805_8127.JPEG 4
49048,/imagenet/train/n03916031/n03916031_21111.JPEG 1
49049,/imagenet/train/n02992211/n02992211_53214.JPEG 7
49050,/imagenet/train/n02123159/n02123159_4912.JPEG 4
49051,/imagenet/train/n03992509/n03992509_4500.JPEG 8
49052,/imagenet/train/n13052670/n13052670_882.JPEG 17
49053,/imagenet/train/n03443371/n03443371_8730.JPEG 17
49054,/imagenet/train/n02106662/n02106662_25878.JPEG 4
49055,/imagenet/train/n02094433/n02094433_2538.JPEG 4
49056,/imagenet/train/n02095314/n02095314_5524.JPEG 34
49057,/imagenet/train/n02095570/n02095570_3960.JPEG 4
49058,/imagenet/train/n04286575/n04286575_4639.JPEG 10
49059,/imagenet/train/n07892512/n07892512_2494.JPEG 17
49060,/imagenet/train/n02437312/n02437312_10444.JPEG 4
49061,/imagenet/train/n04023962/n04023962_11795.JPEG 16
49062,/imagenet/train/n02509815/n02509815_8515.JPEG 4
49063,/imagenet/train/n01943899/n01943899_29428.JPEG 3
49064,/imagenet/train/n03538406/n03538406_13863.JPEG 7
49065,/imagenet/train/n02114855/n02114855_948.JPEG 4
49066,/imagenet/train/n01616318/n01616318_259.JPEG 4
49067,/imagenet/train/n02098413/n02098413_7191.JPEG 3
49068,/imagenet/train/n01632458/n01632458_359.JPEG 4
49069,/imagenet/train/n04505470/n04505470_4362.JPEG 0
49070,/imagenet/train/n01910747/n01910747_2261.JPEG 10
49071,/imagenet/train/n03992509/n03992509_10150.JPEG 8
49072,/imagenet/train/n04228054/n04228054_7022.JPEG 10
49073,/imagenet/train/n03868242/n03868242_4540.JPEG 13
49074,/imagenet/train/n02489166/n02489166_18318.JPEG 4
49075,/imagenet/train/n03478589/n03478589_8429.JPEG 13
49076,/imagenet/train/n04417672/n04417672_16396.JPEG 13
49077,/imagenet/train/n01820546/n01820546_6564.JPEG 23
49078,/imagenet/train/n03400231/n03400231_19826.JPEG 17
49079,/imagenet/train/n03393912/n03393912_13657.JPEG 13
49080,/imagenet/train/n01530575/n01530575_10338.JPEG 4
49081,/imagenet/train/n04604644/n04604644_2132.JPEG 23
49082,/imagenet/train/n02123045/n02123045_3937.JPEG 3
49083,/imagenet/train/n04044716/n04044716_16762.JPEG 1
49084,/imagenet/train/n01514859/n01514859_1368.JPEG 4
49085,/imagenet/train/n02788148/n02788148_30517.JPEG 16
49086,/imagenet/train/n02116738/n02116738_25243.JPEG 4
49087,/imagenet/train/n01688243/n01688243_2029.JPEG 4
49088,/imagenet/train/n02690373/n02690373_10382.JPEG 7
49089,/imagenet/train/n03291819/n03291819_5184.JPEG 3
49090,/imagenet/train/n04326547/n04326547_1178.JPEG 23
49091,/imagenet/train/n04389033/n04389033_2868.JPEG 13
49092,/imagenet/train/n04553703/n04553703_246.JPEG 3
49093,/imagenet/train/n04005630/n04005630_126623.JPEG 82
49094,/imagenet/train/n01824575/n01824575_5823.JPEG 4
49095,/imagenet/train/n04509417/n04509417_4904.JPEG 7
49096,/imagenet/train/n02999410/n02999410_33351.JPEG 4
49097,/imagenet/train/n07583066/n07583066_5790.JPEG 17
49098,/imagenet/train/n02490219/n02490219_5404.JPEG 4
49099,/imagenet/train/n02091467/n02091467_12637.JPEG 4
49100,/imagenet/train/n03742115/n03742115_8073.JPEG 17
49101,/imagenet/train/n03792972/n03792972_17845.JPEG 30
49102,/imagenet/train/n04560804/n04560804_107.JPEG 17
49103,/imagenet/train/n03535780/n03535780_45488.JPEG 2
49104,/imagenet/train/n01688243/n01688243_167.JPEG 4
49105,/imagenet/train/n02951358/n02951358_15303.JPEG 25
49106,/imagenet/train/n04201297/n04201297_7605.JPEG 16
49107,/imagenet/train/n03393912/n03393912_8170.JPEG 13
49108,/imagenet/train/n07584110/n07584110_2563.JPEG 17
49109,/imagenet/train/n04462240/n04462240_10943.JPEG 2
49110,/imagenet/train/n03016953/n03016953_5648.JPEG 16
49111,/imagenet/train/n02264363/n02264363_11369.JPEG 4
49112,/imagenet/train/n02051845/n02051845_4895.JPEG 4
49113,/imagenet/train/n04201297/n04201297_747.JPEG 16
49114,/imagenet/train/n02102480/n02102480_4884.JPEG 4
49115,/imagenet/train/n04019541/n04019541_20868.JPEG 10
49116,/imagenet/train/n02441942/n02441942_26676.JPEG 4
49117,/imagenet/train/n02134418/n02134418_1800.JPEG 4
49118,/imagenet/train/n02708093/n02708093_1686.JPEG 10
49119,/imagenet/train/n02363005/n02363005_27953.JPEG 4
49120,/imagenet/train/n01986214/n01986214_3389.JPEG 4
49121,/imagenet/train/n01644373/n01644373_13668.JPEG 4
49122,/imagenet/train/n01749939/n01749939_3511.JPEG 23
49123,/imagenet/train/n02279972/n02279972_3686.JPEG 34
49124,/imagenet/train/n07749582/n07749582_2184.JPEG 43
49125,/imagenet/train/n03133878/n03133878_6905.JPEG 8
49126,/imagenet/train/n03249569/n03249569_37383.JPEG 1
49127,/imagenet/train/n04005630/n04005630_4975.JPEG 2
49128,/imagenet/train/n02091134/n02091134_216.JPEG 7
49129,/imagenet/train/n02025239/n02025239_16246.JPEG 4
49130,/imagenet/train/n01514668/n01514668_21422.JPEG 4
49131,/imagenet/train/n03933933/n03933933_184.JPEG 13
49132,/imagenet/train/n04442312/n04442312_13975.JPEG 10
49133,/imagenet/train/n04125021/n04125021_5026.JPEG 16
49134,/imagenet/train/n02895154/n02895154_17951.JPEG 5
49135,/imagenet/train/n02113186/n02113186_4987.JPEG 4
49136,/imagenet/train/n02091032/n02091032_155.JPEG 4
49137,/imagenet/train/n01775062/n01775062_1474.JPEG 34
49138,/imagenet/train/n01496331/n01496331_10061.JPEG 4
49139,/imagenet/train/n02099601/n02099601_2816.JPEG 4
49140,/imagenet/train/n01580077/n01580077_2752.JPEG 4
49141,/imagenet/train/n04487394/n04487394_16965.JPEG 1
49142,/imagenet/train/n03854065/n03854065_61542.JPEG 13
49143,/imagenet/train/n02177972/n02177972_7181.JPEG 4
49144,/imagenet/train/n03100240/n03100240_16218.JPEG 13
49145,/imagenet/train/n03207743/n03207743_23229.JPEG 3
49146,/imagenet/train/n03180011/n03180011_3446.JPEG 16
49147,/imagenet/train/n02486261/n02486261_6093.JPEG 4
49148,/imagenet/train/n02088632/n02088632_9358.JPEG 4
49149,/imagenet/train/n04200800/n04200800_24082.JPEG 7
